,type,image_name,sharpness,illumination,quality_score,category
0,real_A,0001_real_A.png,14.109865846829903,0.4375,6.1730663079880825,2
1,real_A,0002_real_A.png,8.523020417711198,0.078125,0.6658609701336873,4
2,real_A,0003_real_A.png,11.654413498502205,0.453125,5.280906116508811,3
3,real_A,0004_real_A.png,16.964417031780794,0.578125,9.807553596498272,2
4,real_A,0005_real_A.png,12.41858020403073,0.421875,5.2390885235754645,3
5,real_A,0006_real_A.png,17.123793714196957,0.4375,7.491659749961169,2
6,real_A,0007_real_A.png,16.650247349924197,0.46875,7.804803445276967,2
7,real_A,0008_real_A.png,14.193920485316758,0.484375,6.875180235075304,2
8,real_A,0009_real_A.png,8.67186878504203,0.015625,0.1354979497662817,4
9,real_A,0010_real_A.png,16.26636880542303,0.5,8.133184402711516,2
10,real_A,0011_real_A.png,8.97579843998799,0.078125,0.7012342531240617,4
11,real_A,0012_real_A.png,17.15632588283502,0.546875,9.382365717175402,2
12,real_A,0013_real_A.png,17.15038663489444,0.625,10.718991646809023,1
13,real_A,0014_real_A.png,13.13034420046201,0.203125,2.667101165718846,3
14,real_A,0015_real_A.png,17.148861118215994,0.40625,6.966724829275248,2
15,real_A,0016_real_A.png,17.228934707274263,0.40625,6.99925472483017,2
16,real_A,0017_real_A.png,10.561146056195376,0.125,1.320143257024422,4
17,real_A,0018_real_A.png,10.658310337307721,0.171875,1.8318970892247646,4
18,real_A,0019_real_A.png,11.490818063519036,0.515625,5.924953064002003,3
19,real_A,0020_real_A.png,11.943331846973921,0.359375,4.292134882506253,3
20,real_A,0021_real_A.png,10.594926907877337,0.34375,3.6420061245828346,3
21,real_A,0022_real_A.png,9.948539446829727,0.296875,2.9534726482775753,3
22,real_A,0023_real_A.png,8.798387298690317,0.25,2.199596824672579,3
23,real_A,0024_real_A.png,4.41004147359922,0.484375,2.136113838774622,3
24,real_A,0025_real_A.png,15.964329340629924,0.578125,9.229377900051675,2
25,real_A,0026_real_A.png,15.944556854810509,0.59375,9.46708063254374,2
26,real_A,0027_real_A.png,15.94625730706863,0.53125,8.47144919438021,2
27,real_A,0028_real_A.png,13.410246494394462,0.46875,6.286053044247404,2
28,real_A,0029_real_A.png,16.120348164581955,0.59375,9.571456722720535,2
29,real_A,0030_real_A.png,13.534900473218034,0.484375,6.555967416714985,2
30,real_A,0031_real_A.png,17.002086599655627,0.578125,9.82933131542591,2
31,real_A,0032_real_A.png,13.151810028710656,0.359375,4.726431729067892,3
32,real_A,0033_real_A.png,15.159189605048484,0.484375,7.342732464945359,2
33,real_A,0034_real_A.png,15.444464868409295,0.484375,7.480912670635752,2
34,real_A,0035_real_A.png,10.97279183729942,0.234375,2.5717480868670517,3
35,real_A,0036_real_A.png,12.716037772561071,0.4375,5.563266525495469,3
36,real_A,0037_real_A.png,13.479494491592968,0.359375,4.844193332916223,3
37,real_A,0038_real_A.png,18.201613155952785,0.5,9.100806577976392,2
38,real_A,0039_real_A.png,11.386888224747,0.546875,6.227204497908516,2
39,real_A,0040_real_A.png,15.477609424002194,0.484375,7.496967064751063,2
40,real_A,0041_real_A.png,13.694184855202057,0.3125,4.2794327672506425,3
